Artist,Attendance,Gross,Bands in Town
The Artisanals,8,$70.00,30
Justin Peter Kinkel-Schuster,7,$78.00,4
AFK,5,$50.00,266
Amy Stroup,5,$54.00,124
5:00 AM,,,"497,354"
13,,,"497,354"
67,,,"497,354"
702,,,"497,354"
1349,,,"497,354"
7715,,,"497,354"
August 08,,,"497,354"
¿TEO?,,,"497,354"
1-800-Dinosaur,,,2
1000volts,,,1
12 Stones,,,"1,577"
1788-L,,,73
1K Phew,,,168
2 Dope Queens,,,2
2 Live Crew,,,"1,044"
"2 Live Crew Feat. Fresh Kid Ice, Brother Marquis And Uncle Luke",,,"497,354"
24hrs,,,"497,354"
24kGoldn,,,"497,354"
29 Rooms,,,"497,354"
2FAC3D,,,"497,354"
2KBABY,,,0
2Many DJs,,,"497,354"
33 1/3 Live's Killer Queen Experience,,,"497,354"
36 Crazyfists,,,574
3Peat,,,1
40 Below Summer,,,284
4th & Orange,,,3
50 Years Together,,,"497,354"
5th Ward Weebie,,,22
6Dogs,,,"497,354"
7Seconds,,,608
8 Graves,,,25
808 State,,,111
88Glam,,,"497,354"
9 Electric,,,"497,354"
90's Remix Tour,,,"497,354"
90s Kids,,,0
99 Souls,,,85
A Blaze of Feather,,,15
A Bronx Tale,,,11
A Complete Guide To Everything,,,"497,354"
A Great Big Pile Of Leaves,,,"497,354"
A Great Big World,,,"4,838"
A Hawk And A Hacksaw,,,"497,354"
A Night of Symphonic Rock,,,0
A R I Z O N A,,,848
A Sense Of Purpose,,,"497,354"
A Taste Of Honey,,,169
A Temptations Revue Feat. Barrington Henderson,,,"497,354"
A Thousand Horses,,,802
A Tribe Called Quest,,,"497,354"
A Very Electric Christmas,,,"497,354"
A Walk Down Broadway: Songs And Stories from a Bygone Era ft. Rick Braun,,,"497,354"
A Will Away,,,162
A Winged Victory For The Sullen,,,60
A. Savage,,,7
A. Sinclair,,,12
A.C. Newman,,,189
A.Chal,,,"497,354"
A.G. Cook,,,3
A.M.O.K.,,,0
A.O. Gerber,,,2
A$AP Twelvyy,,,"497,354"
AAAA,,,5
AAN,,,"497,354"
Aaron Bruno,,,"497,354"
Aaron Carpenter,,,109
Aaron Chen,,,0
Aaron Frazer,,,8
Aaron Gillespie,,,679
Aaron Nigel Smith,,,2
Aaron Parker,,,98
AARON PARKS,,,"497,354"
Aaron Zigman,,,56
Aasif Mandvi,,,0
Aazar,,,110
Abbey Cone,,,"497,354"
Abbey Curran,,,"497,354"
Abby Quinn,,,"497,354"
Abelation,,,15
Abiotic,,,738
Abraxis,,,11
Absinthe,,,13
Absofacto,,,250
AC/DC,,,"30,099"
AC/DShe,,,"497,354"
Acacia & Aaliyah,,,"497,354"
Accent,,,57
Acceptance,,,839
Ace Hood,,,"5,893"
ACID MOTHERS TEMPLE & THE MELTING PARAISO U.F.O.,,,"497,354"
Acid Witch,,,95
Acoustic Syndicate,,,37
Acrylics,,,7
Adam 12,,,"497,354"
Adam Baldwin,,,3
Adam Beyer & Cirez D,,,"497,354"
Adam Cayton-Holland,,,2
Adam Craig,,,172
Adam Deacon,,,0
Adam Deitch,,,61
Adam Horowitz,,,"497,354"
Adam Kantor,,,5
Adam Lambert,,,"6,707"
Adam Levine,,,"10,300"
Adam Newman,,,7
Adam Savage: Mythbusters Live!,,,"497,354"
Adam Topol,,,60
Adana Twins,,,51
ADARO,,,"497,354"
Ade,,,"497,354"
Adekunle Gold,,,22
Adele,,,"55,684"
Adele Givens,,,7
Adeline,,,15
Adina Howard,,,250
Aditya Prakash Ensemble,,,0
Admiral Fallow,,,40
ADRENALIZE,,,"497,354"
Adrienne Miller,,,"497,354"
Adrienne Warren,,,0
Advertisement,,,0
Æ MAK,,,2
Aeges,,,35
Aerial East,,,11
Aeris Roves,,,"497,354"
Aero Flynn,,,15
Aesop Rock,,,"1,816"
AFI,,,"497,354"
Afro B,,,"497,354"
Afro-Cuban All Stars,,,77
AFRODEUTSCHE,,,"497,354"
After The Fall,,,"497,354"
Afterlife,,,695
AGA-Boom,,,"497,354"
Age of Electric,,,"497,354"
Agnez Mo,,,33
Aida Osman,,,"497,354"
Ainslie Wills,,,3
Air,,,"497,354"
Aisha Tyler,,,6
Aisling Bea,,,0
AIZA,,,2
AJ & The Jiggawatts,,,2
AJ Brown,,,2
Aj Fullerton,,,1
AJ McLean,,,597
AJA9,,,"497,354"
Ajimal,,,1
Akaash Singh,,,"497,354"
Akala,,,132
AKB48,,,82
Akon,,,"18,126"
AKRONYM,,,"497,354"
AKYLLA,,,"497,354"
Al B. Sure!,,,668
AL LOVER,,,"497,354"
Al Madrigal,,,24
Al McKay Allstars,,,2
Al Ross,,,8
Al Scorch,,,8
Al Sharpton,,,"497,354"
Alabama Shakes,,,"6,824"
Alaina Castillo,,,15
Alan Fitzpatrick,,,134
Alaric,,,14
Alberta Cross,,,121
Alboroise,,,2
Alec Bailey,,,37
Alec Baldwin - WNYC'S Here's The Thing with Alec Baldwin,,,"497,354"
Alec Chambers,,,26
Alec King,,,8
Aled Jones,,,13
Aled Jones & Russell Watson,,,"497,354"
Alejandro Aranda,,,"497,354"
Alesha Dixon,,,63
Alessi's Ark,,,0
Alewya,,,"497,354"
Alex & The Kaleidoscope Band,,,0
Alex Adair,,,73
Alex Campos,,,"1,084"
Alex Clare,,,"4,043"
Alex Da Kid,,,"497,354"
Alex Ebert,,,439
Alex Edelman,,,0
Alex English,,,12
Alex Francis,,,2
Alex Frankel,,,8
Alex Grey & Allyson Grey,,,"497,354"
Alex Guarnaschelli,,,"497,354"
Alex Hall,,,20
Alex Mali,,,17
Alex Moffat,,,"497,354"
Alex Porat,,,1
Alex Winston,,,135
AleXa,,,"497,354"
Alexa Goddard,,,210
Alexa Ray Joel,,,79
Alexa Rose,,,2
Alexander,,,69
Alexander Jean,,,112
Alexandra Burke,,,144
Alexandra Kay,,,481
Alexis & the Samurai,,,1
Alexis Ffrench,,,22
Alextbh,,,"497,354"
ALFA MIST,,,54
Alfie Templaman,,,"497,354"
Alfredo Rodriguez,,,"497,354"
Algebra,,,36
Ali Gatie,,,229
Ali Kolbert,,,"497,354"
Ali Macofsky,,,"497,354"
Ali Siddiq,,,9
Ali Stroker,,,"497,354"
Alice Bag Band,,,0
Alice Howe,,,3
Alice Howe with Special Guest Freebo,,,"497,354"
Alice Ivy,,,3
Alice Russell,,,84
Alice Wallace,,,36
Alicia Keys,,,"30,384"
Alingon Mitra,,,"497,354"
Alisa Amador,,,2
Alisha Marie,,,1
Alison Krauss + Union Station feat. Jerry Douglas,,,"497,354"
Alison Moyet,,,184
Alison Sudol,,,"2,485"
Alissia,,,143
Alix Perez,,,64
ALL,,,"497,354"
All Day I Dream,,,38
All Dogs,,,51
All Pigs Must Die,,,"497,354"
All We Are,,,58
All Your Sisters,,,22
All-4-One,,,509
Allie X,,,395
Allison Crutchfield,,,35
Allison Crutchfield and the Fizz,,,"497,354"
Allison Pierce,,,8
Allusinlove,,,"497,354"
Ally Brooke,,,255
Almost Monday,,,14
Aloe Blacc,,,"3,330"
Alok,,,"497,354"
Alpine,,,204
ALRT,,,"497,354"
Altarage,,,"497,354"
Alteras,,,48
Alternative Press Tour,,,"497,354"
Alton Brown,,,23
"Alton Brown - ""Good Eats Live""",,,"497,354"
Alton Brown - Edible Inevitable Tour,,,"497,354"
"Alton Brown Live ""Beyond The Eats""",,,"497,354"
Aluna,,,13
Alvarez Kings,,,85
Alvvays,,,917
ALX,,,40
Alyson Williams,,,9
Alyssa Limperis,,,5
Amanda Giese,,,"497,354"
Amanda Krieg Thomas,,,"497,354"
Amanda Reifer,,,3
Amanda Tenfjord,,,0
Amara La Negra,,,94
Amarionette,,,82
Amasha Hines,,,"497,354"
Amason,,,42
Ambar Lucid,,,53
Amber Coffman,,,238
Amber Liu,,,50
Amber Riley,,,70
Ambjaay,,,"497,354"
Ambrose Akinmusire,,,36
Ame,,,"497,354"
Amelia Lily,,,64
America Part Two,,,11
America's Greatest Game Show Featuring Erik Estrada,,,"497,354"
American Grim,,,44
American Hi-Fi,,,818
American Pets,,,"497,354"
American Sin,,,139
American Teeth,,,2
American Young,,,247
Amerigo Gazaway,,,38
Ameriie,,,49
Amine,,,"2,628"
Amir Blumenfeld,,,0
Amir Obe,,,"497,354"
Ammoye,,,3
Amnesia Scanner,,,10
Amo Amo,,,5
Amos Gill,,,"497,354"
Amy Guess,,,20
Amy Poehler,,,1
Amy Sedaris,,,1
Amy Winehouse Hologram,,,"497,354"
An Amazing Rock Show,,,"497,354"
An Evening with John Travolta,,,"497,354"
Ana Kasparian,,,5
Ana Sapphira,,,18
Ana Tijoux,,,251
Anabel Englund,,,76
Analog Son,,,23
Anamanaguchi,,,781
Anastasia Kristensen,,,0
Anatomy,,,17
anders,,,"497,354"
Anders Parker,,,10
Andhim,,,"497,354"
Andra Day,,,"1,562"
Andre Benjamin,,,10
Andre Power,,,9
Andrea Motis,,,7
Andres Cepeda,,,"497,354"
Andres Levin,,,0
Andrew Bachelor,,,"497,354"
Andrew Cushin,,,"497,354"
Andrew Lloyd Webber,,,"1,100"
Andrew Lopez,,,"497,354"
Andrew Luce,,,77
Andrew O'Neill,,,2
Andrew Rannells,,,202
Andrew Santino,,,7
Andrew Stockdale,,,50
Andrew Strong,,,44
Andrew Weatherall,,,19
Andrew Wyatt,,,84
Andy Allo,,,109
Andy C,,,311
Andy Cabic,,,1
Andy Daly,,,"497,354"
Andy Garcia + Cineson All Stars,,,"497,354"
Andy Hull,,,130
Andy Jackson,,,8
Andy Samberg,,,30
Ane Diaz,,,"497,354"
Angel & Dren,,,"497,354"
Angel Haze,,,783
Angela Bowie,,,"497,354"
Angelica Garcia,,,13
Angelo De Augustine,,,32
Angels Of Light,,,"497,354"
Angie Keilhauer,,,38
Angie Rose,,,13
Angry Samoans,,,126
Angus Stone,,,227
Animal Requiem,,,"497,354"
Animaniacs in Concert,,,"497,354"
ANIME,,,"497,354"
Animotion,,,136
Anja Schneider,,,64
Anna,,,89
Anna Akana,,,41
Anna Deavere Smith,,,"497,354"
Anna Drezen,,,0
Anna Faris Is Unqualified,,,"497,354"
Anna Konkle,,,"497,354"
Anna Morgan,,,1
Anna Of The North,,,"497,354"
Anna Rose,,,51
Anna Sofia,,,0
Anna St. Louis,,,2
ANNA WISE,,,"497,354"
Annaleigh Ashford,,,62
Annie,,,141
Annie Mac,,,9
Annie Mac Presents,,,6
Annotations Of An Autopsy,,,"497,354"
Anohni,,,"497,354"
Anomalie,,,113
Another Michael,,,14
Another Round,,,4
Another Sky,,,9
Anotr,,,10
ANOUSHKA SHANKAR,,,"497,354"
Anson Seabra,,,"497,354"
Ant Clemons,,,"497,354"
Ant Saunders,,,"497,354"
Antal,,,0
Antarctigo Vespucci,,,116
Antemasque,,,"497,354"
Anthology,,,8
Anthony Anderson,,,2
Anthony Atamanuik,,,0
Anthony D'Amato,,,43
Anthony Naples,,,6
Anthony Parasole,,,2
Anthony Raneri,,,283
Anti Up,,,"497,354"
Anvil,,,438
Anxious,,,13
Anyone Anyway,,,14
AOE,,,9
Aoife O'Donovan,,,182
Aparna Nancherla,,,8
Apashe,,,385
Apollo Ltd,,,"497,354"
Apolo Ohno,,,"497,354"
Appice,,,1
Applaud the Impaler,,,"497,354"
Appleby,,,13
APRE,,,"497,354"
April and Vista,,,"497,354"
April Towers,,,0
Aqualung,,,579
AQUIHAYAQUIHAY,,,"497,354"
Arab Strap,,,30
Arca,,,152
Arcadia Spectacular,,,"497,354"
Archer,,,49
Archers Of Loaf,,,"497,354"
Archgoat,,,57
Archie Hamilton,,,12
Argonaut & Wasp,,,"497,354"
Ariana & The Rose,,,"497,354"
Ariel Horowitz,,,1
Ariel Pink,,,735
Ariel Posen,,,16
Arise Roots,,,208
Arius,,,"497,354"
Arizona Zervas,,,274
Arj Barker,,,10
Arlie,,,104
Arlo Parks,,,76
Armani White,,,20
Armchair Boogie,,,6
Armchair Expert Live,,,"497,354"
Armor For Sleep,,,"497,354"
Arnez J.,,,1
Aro,,,13
Arrested Youth,,,46
Arson Daily,,,4
Art Brut,,,67
ART D'ECCO,,,"497,354"
Art Feynman,,,1
Art Vs. Science,,,"497,354"
Artemis,,,18
Artful,,,5
Artful Dodger,,,"497,354"
Arthur Buck,,,3
Arthur Moon,,,4
Artikal Sound System,,,179
Arturo Castro,,,"497,354"
Artwork,,,33
Arum Rae,,,22
Aseethe,,,9
ASG,,,238
Asher Angel,,,65
Asher Roth,,,"2,926"
Ashland Craft,,,38
Ashley Barnhill,,,"497,354"
Ashley Campbell,,,149
Ashley Hesseltine,,,"497,354"
Ashley Matsumiya,,,"497,354"
Ashley Monroe,,,772
Ashley Tisdale,,,"1,275"
Ashnikko,,,295
Asia [Wetton Palmer Downes Howe],,,"497,354"
Asian Kung-Fu Generation,,,"497,354"
Asif Ali,,,0
Aska Matsumiya,,,1
Askjell,,,"497,354"
Aspen Crawford,,,"497,354"
Assembly Of Dust,,,"497,354"
Astro,,,217
Astronautica,,,19
Astronoid,,,93
Astronomy Club,,,1
Astronomyy,,,242
Aswad,,,127
At The Drive-In,,,"497,354"
ATB,,,"1,796"
ATCK feat. AJ McClean,,,"497,354"
Athlete,,,233
Atlas Genius,,,"2,546"
Atlas Sound,,,363
ATMOZFEARS,,,"497,354"
Atoms For Peace,,,"497,354"
Attica Riots,,,4
Atticus Ross,,,80
Attlas,,,114
Au/Ra,,,133
Aubrie Sellers,,,99
AUDIOFREQ,,,"497,354"
Audiotopsy,,,114
Aunty Social,,,2
Auras,,,193
Aurea Exhibitions,,,"497,354"
Austin Brown,,,"497,354"
Austin Burke,,,41
Austin Mahone,,,"9,938"
Austin Millz,,,26
Austin Moody,,,14
Author & Punisher,,,93
AUTOKOREKT,,,"497,354"
Autolux,,,201
Automatic,,,19
Autre Ne Veut,,,153
Autumn In June,,,7
Ava Max,,,"497,354"
Avail,,,189
Avalon Emerson,,,10
Avant,,,"3,154"
AVAWAVES,,,"497,354"
Avec Sans,,,40
Aversions Crown,,,502
Avey Tare's Slasher Flicks,,,64
Avid Dancer,,,78
Avishai Cohen,,,63
Avishai Cohen (Bassist),,,"497,354"
Awaken I Am,,,155
Aweminus,,,57
Awkwafina,,,205
Axe Thesleff,,,"497,354"
AxeWound,,,"497,354"
Axwell,,,"1,257"
Ayanis,,,8
Ayanna Witter-Johnson,,,8
Ayron Jones,,,18
AZ,,,"497,354"
AzChike,,,62
Azekel,,,17
Azita,,,1
Azjah,,,"497,354"
Azure Ray,,,"497,354"
Azure Ryder,,,"497,354"
B Boys,,,25
B-Side Players,,,27
B.C.U.C. (Bantu Continua Uhuru Consciousness),,,"497,354"
B.O.B,,,"18,780"
B.o.B.,,,"497,354"
B*Witched,,,196
Baaba Maal,,,84
Baba Ali,,,0
Baba Stiltz,,,13
Babes (LA),,,"497,354"
Baby Keem,,,48
Baby Queen,,,"497,354"
Baby Rose,,,23
BabyJake,,,84
Bacchae,,,"497,354"
Bachelor,,,0
Bachelor Parody,,,"497,354"
Bachman & Turner,,,21
Back To The 70's,,,"497,354"
Bad Brains,,,"2,533"
Bad Child,,,"497,354"
Bad Cop/Bad Cop,,,211
Bad Gyal,,,14
Bad Medicine - Trib. to Bon Jovi,,,"497,354"
Bad News Boys,,,10
Badfinger,,,"497,354"
Badfish: A Tribute to Sublime,,,"497,354"
Badklaat,,,"497,354"
Badly Drawn Boy,,,227
Badshah,,,"497,354"
Baha Men,,,400
Bahari,,,171
BAIO,,,"497,354"
Baker Grissom,,,0
Balkan Beat Box,,,151
Ball Park Music,,,153
Balming Tiger,,,"497,354"
Balmorhea,,,221
BALÚN,,,"497,354"
Bam Margera,,,98
Bam Marley,,,"497,354"
Bamily,,,1
Band-Maid,,,"497,354"
Banditos,,,75
Bandits of the Acoustic Revolution,,,134
BANDLEZ,,,"497,354"
Barbercon,,,"497,354"
Bardic Enterprises Presents: Myths & Legends,,,"497,354"
Bardo Band,,,1
BARE NOIZE,,,"497,354"
BARELY ALIVE,,,"497,354"
Barely Legal,,,9
Barem,,,26
Barishi,,,16
Barney Artist,,,15
Barny Fletcher,,,"497,354"
Baron Vaughn,,,11
Barren Earth,,,47
Barry Gibb,,,763
Barstul,,,"497,354"
Bart Millard,,,98
Bartees Strange,,,5
Bas,,,"1,123"
Basenji,,,138
Bash & Pop,,,46
Bask,,,"497,354"
Baskery,,,19
Bassekou Kouyate,,,3
Bassjackers,,,"1,133"
Bat Fangs,,,5
Battlecross,,,548
Batushka,,,114
Bay Area Children's Theatre - Giraffes Can't Dance,,,"497,354"
Baz Luhrmann,,,63
BB Diamond,,,8
BChaps,,,"497,354"
Bdrmm,,,"497,354"
Be Steadwell,,,3
Bea Miller,,,"3,363"
BEACHTAPE,,,5
Bearcubs,,,51
Beard O Bees,,,"497,354"
Beastie Boys,,,"14,099"
BeatBreaker,,,1
Beatrich,,,6
Beau Black,,,11
Beau Dermott,,,5
Beau Young Prince,,,39
Beautiful Swimmers,,,1
Beautiful/Anonymous,,,"497,354"
Beauty Queen,,,"497,354"
Beauz,,,"497,354"
Beaver Nelson,,,3
Bebe Neuwirth,,,23
Bebe Rexha,,,"4,199"
Beck Bennett,,,"497,354"
Becky and the Birds,,,6
Becky G,,,"5,752"
Beginnings - Trib. to Chicago,,,"497,354"
Beirut,,,"1,927"
Beitthemeans,,,21
Belaganas,,,16
Bell X1,,,116
Bella Dose,,,5
Bella Thorne,,,497
Bella Twins Podcast Live,,,"497,354"
Belladose,,,"497,354"
Bellamy Young,,,1
Belle Mt,,,"497,354"
Belle Noire,,,"497,354"
Belly (Rapper),,,"497,354"
Belmont,,,347
Belzebong,,,"497,354"
Bembona,,,"497,354"
Ben Bailey,,,34
Ben Böhmer,,,56
Ben Bradlee Jr.,,,"497,354"
Ben Browning,,,12
Ben Forster,,,3
Ben Frost,,,56
Ben Gallaher,,,49
Ben Gleib,,,13
Ben Haggard with the Strangers,,,"497,354"
Ben Harper & Charlie Musselwhite,,,3
Ben Kissel Posdcast,,,"497,354"
Ben Roy,,,1
Ben Schwartz,,,5
Ben UFO,,,"497,354"
Ben Wendel,,,35
Benda,,,3
Bendigo Fletcher,,,"497,354"
Benin City,,,2
Benjamin Jaffe,,,13
Benjamin Lasnier,,,733
Benjamin Scheuer,,,8
Benji Lewis,,,35
Benjy Davis,,,34
Benny Benassi,,,"5,308"
Bermuda Triangle,,,15
Bernard Allison Group,,,3
Bernie Williams,,,28
Bessie Turner,,,1
Betches,,,"497,354"
Beth Rowley,,,13
Betsy,,,16
Bette Midler,,,942
Bette Smith,,,1
Better Lost Than Stupid,,,"497,354"
BettySoo,,,"497,354"
Between Friends,,,82
Between You And Me,,,40
Bewitcher,,,17
Beyond Bollywood Presents Namaster India,,,"497,354"
Bezier,,,"497,354"
Bia,,,"497,354"
Bia (Jazz),,,"497,354"
Bibi Bourelly,,,201
Big Audio Dynamite,,,291
Big B,,,345
Big Band of Brothers,,,"497,354"
Big Bang Beat!,,,"497,354"
Big Boy,,,66
Big Brave,,,19
BIG BUSINESS,,,"497,354"
BIG CHOCOLATE,,,"497,354"
Big City Lights,,,2
Big Daddy Kane,,,977
Big Daddy Love,,,43
Big Drill Car,,,31
Big Jay Oakerson,,,189
Big Jesus,,,44
Big Red Machine,,,56
Big Sandy & His Fly Rite Boys,,,2
Big Scary,,,116
Big Sean,,,"497,354"
BIG SEARCH,,,"497,354"
Big Society,,,0
Big Talk,,,10
Big Terrific,,,"497,354"
Big Zuu,,,0
Big3,,,"497,354"
Bigflo & Oli,,,"497,354"
Bigyuki,,,"497,354"
Biianco,,,"497,354"
Biicla,,,"497,354"
Bikini Kill,,,523
Bikini Trill,,,27
Bill Champlin,,,26
Bill Charlap,,,14
Bill Evans,,,320
Bill Hader,,,1
Bill Laurance,,,29
Bill Payne,,,3
Bill Wyman & The Rhythm Kings,,,0
Billy & The Kids,,,71
Billy Crystal,,,41
Billy Eichner,,,6
Billy Joe Shaver,,,410
Billy Porter,,,149
Billy Squier,,,"1,925"
Billy Wayne Davis,,,6
Bing & Ruth,,,17
Bingo Players,,,"2,362"
Bino Rideaux,,,5
BIOWEAPON,,,"497,354"
Bird On the Wire: The Songs of Leonard Cohen,,,"497,354"
Birds in Row,,,"497,354"
Birds Of Bellwoods,,,5
Birdy,,,"5,643"
Biscits,,,7
Bishop Nehru,,,232
Bitch Falcon,,,2
BIZZY BONE,,,"497,354"
BJ Novak,,,"497,354"
Black 'N Blue,,,"497,354"
Black Cobra,,,105
Black Coffee,,,266
"Black Country, New Road",,,"497,354"
Black Francis,,,94
Black Grape,,,22
Black Kids,,,665
Black Magnet,,,"497,354"
Black Map,,,68
Black Milk,,,292
Black Moth,,,23
Black Party,,,79
Black Peaches,,,0
Black Pool,,,47
Black Taffy,,,"497,354"
Black Tusk,,,379
Black Umfolosi,,,0
Blackfoot,,,"1,110"
Blackie & The Rodeo Kings,,,14
Blacklisters,,,8
Blackstreet Featuring Teddy Riley and Dave Hollister,,,"497,354"
Bladee,,,"497,354"
Blaire Erskine,,,"497,354"
BLAIZE,,,"497,354"
Blake,,,181
Blake Brown & The American Dust Choir,,,2
Blake Clark,,,0
Blake Mills,,,212
Blake Rose,,,19
Blake Webber,,,0
BLANCK MASS,,,"497,354"
Blanke,,,49
Blanks,,,2
BLAQOUT,,,"497,354"
Bleeker,,,91
Blenn Beck,,,"497,354"
Blessing Offor,,,12
Blindside,,,300
Blood Incantation,,,109
BLOOD LEMON,,,"497,354"
Bloody Hammers,,,63
Bloody White,,,"497,354"
Bloom,,,76
Blossom,,,0
Blouse,,,181
Blu J,,,25
Blue,,,147
Blue Cheer,,,99
Blue Highway,,,234
Blue Magic,,,89
BLUEOX,,,"497,354"
Bluey Robinson,,,34
Blur,,,"2,496"
BNQT,,,24
Bo Burnham,,,"1,645"
Bo Donaldson & The Heywoods,,,"497,354"
Bo Ramsey,,,2
Boan,,,"497,354"
Bob Lefsetz vs. Jason Flom,,,"497,354"
Bob Odenkirk,,,8
Bob Thiele,,,0
Bob Weir & Ratdog,,,55
Bob Weir And Wolf Bros,,,"497,354"
Bob's Burgers Live,,,"497,354"
Bobby Brown,,,"1,038"
Bobby Feeno,,,"497,354"
Bobby Lee,,,29
BOBBY OROZA,,,"497,354"
Bobby Slayton,,,9
Bobby V.,,,206
Body Of Light,,,"497,354"
Body Type,,,2
Body/Head,,,34
Bodymeat,,,"497,354"
Bohan Phoenix,,,10
Boiz House,,,"497,354"
Bollywood Boulevard,,,"497,354"
Bolt Thrower,,,322
Bommer,,,96
Bon Entendeur,,,3
Bones Owens,,,19
Bonjay,,,5
Bonny Light Horseman,,,12
Booba,,,95
Boogarins,,,49
Boogie T,,,315
Booher,,,1
Booka Shade,,,295
Bootstraps,,,127
Bootsy Collins,,,"1,223"
Bop English,,,9
Born Dirty,,,34
Born I Music,,,23
Bosnian Rainbows,,,119
Boston,,,"7,260"
Bottom Line,,,9
Bound,,,12
Bow Anderson,,,"497,354"
Bowen Yang,,,"497,354"
Boxed In,,,35
Boy,,,557
Boy Bjorn,,,0
Boy Pablo,,,"1,270"
Boy Scouts,,,7
Boys Like Girls,,,"11,078"
Boys Noize,,,947
Boys Of Fall,,,154
BoySetsFire,,,201
Brad Caleb Kane,,,1
Brad Cox,,,3
Brad Garrett,,,29
Brad Parsons Band,,,1
Brad Sherwood,,,0
Brad Stank,,,"497,354"
Bradley Zero,,,0
"Bradon ""Taz"" Niederauer",,,"497,354"
Brady Toops,,,67
Braid,,,330
Braison Cyrus,,,14
Brame & Hamo,,,1
Brandon & Leah,,,145
Brandon Banks,,,16
Brandon Colbein,,,"497,354"
Brandon Coleman,,,6
Brandon Flowers,,,"1,237"
Brandon Heath,,,"5,007"
Brandon Jenner,,,41
Brandon Kyle Goodman,,,"497,354"
Brandon Ray,,,85
Brant Björk,,,"497,354"
Bratty,,,9
Braxton Cook,,,30
Bre Kennedy,,,2
Breach,,,152
Breakbot,,,511
Breakdown,,,60
Breakfast At Tiffany's Live,,,"497,354"
Breakup Shoes,,,"497,354"
Breathe Carolina,,,"7,644"
Breed 77,,,14
Brenda Lee,,,468
Brendan Bennett,,,13
Brendan Benson,,,149
Brendon Walsh,,,3
Brent Morin,,,2
Brent Weinbach,,,0
Brer Rabbit and Jonny 5,,,"497,354"
Bret Ernst,,,7
Brett Davis,,,0
Brett Gelman,,,1
Brevin Kim,,,2
Bri Steves,,,26
Brian D'Arcy James,,,"497,354"
Brian Johnson,,,525
Brian Littrell,,,"1,012"
Brian McOmber,,,"497,354"
Brian Moses,,,"497,354"
Brian Setzer,,,"1,547"
Brian Setzer Trio,,,"497,354"
Brian Tyler,,,247
Brian Wright,,,15
Brianna Mazzola,,,1
Brides of Funkenstein,,,"497,354"
Bridget Jones's Diary In Concert,,,"497,354"
Bridget Kearney,,,10
Bridget Kearney & Benjamin Lazar Davis,,,1
Bridget Samuels,,,"497,354"
Bridgit Mendler,,,"5,317"
Bright Eyes,,,"5,197"
Brightness,,,2
British Sea Power,,,95
Britpack,,,"497,354"
Brklyn,,,"497,354"
Broad City,,,4
Broadway Princess Party,,,"497,354"
Broadway's Rock Of Ages Band,,,"497,354"
Brockmire Live,,,"497,354"
Brodinski,,,182
Brodka,,,6
Brody Dalle,,,377
Brohug,,,88
Broken Bells,,,"2,843"
Broken Hope,,,182
Broken Lizard,,,0
Broken Records,,,21
Broken Teeth,,,31
Bronson,,,19
Bronze Age Fox,,,0
Brooke Annibale,,,24
Brooke Blair,,,0
Brooke Eden,,,290
Brooke Fraser,,,869
Brooks Wheelan,,,6
Brookville,,,12
Brother Bird,,,15
Brothers Page,,,17
Brown Sugar,,,14
Brownstone,,,199
Bruce,,,8
Bruce Broughton,,,18
Bruce Bruce,,,19
Bruce Campbell,,,10
Bruce Willis & The Bruce Willis Blues Band,,,"497,354"
Brujeria,,,"497,354"
BRUNCHBEATZ,,,"497,354"
Bruns,,,8
Brunswick,,,3
BRYAN JOHN APPLEBY,,,"497,354"
Brytiago,,,291
Buck Howdy,,,1
Buck-O-Nine,,,218
Buckingham McVie,,,13
Buddy,,,470
Buddy Nielsen,,,21
Buffalo Nichols,,,0
Bugle Podcast,,,"497,354"
Buju Banton,,,"1,455"
Bunny Ears Podcast,,,"497,354"
Burna Boy,,,179
Burns,,,153
Buscabulla,,,71
Bushwalla,,,"497,354"
Buster Shuffle,,,3
Busty and the Bass,,,38
Butch,,,19
Butcher Brown,,,"497,354"
Butthole Surfers,,,"1,398"
Buzz Believe,,,"497,354"
"BWB (Braun, Whalum, Brown)",,,"497,354"
Byron Bowers,,,0
Byron Cage,,,312
Byzantine,,,85
C-Kan,,,"497,354"
C&C Music Factory,,,550
C2 & The Brothers Reed,,,"497,354"
Caissie Levy,,,19
Caitlin Weierhauser,,,"497,354"
Cajmere,,,102
Cake For Dinner,,,0
Caleb Johnson,,,544
California,,,7
California Crooners Club,,,0
California Roots - The Carolina Sessions,,,"497,354"
Call Me By Your Name In Concert,,,"497,354"
Call Super,,,4
